CountyID,CountyName,Population5Over,PercentSpeakOnlyEnglish,PercentSpeakOnlyEnglishMarginOfError
40015,"Caddo County, Oklahoma",27513,92.1,0.8
40017,"Canadian County, Oklahoma",110937,91.8,0.5
40019,"Carter County, Oklahoma",44581,94.6,0.7
40021,"Cherokee County, Oklahoma",44248,94,0.7
40023,"Choctaw County, Oklahoma",14135,96,0.9
40025,"Cimarron County, Oklahoma",2281,79.3,3.3
40027,"Cleveland County, Oklahoma",244580,90.6,0.5
40029,"Coal County, Oklahoma",5521,92,3.2
40031,"Comanche County, Oklahoma",115098,88.5,0.8
40033,"Cotton County, Oklahoma",5799,94.9,1.5
40035,"Craig County, Oklahoma",14027,97.3,0.6
40037,"Creek County, Oklahoma",65852,96.9,0.4
40039,"Custer County, Oklahoma",26027,86.4,1.6
40041,"Delaware County, Oklahoma",39239,94.2,0.7
40043,"Dewey County, Oklahoma",4532,96.4,1.3
40045,"Ellis County, Oklahoma",3861,95.6,1
40047,"Garfield County, Oklahoma",56451,89.3,1
40049,"Garvin County, Oklahoma",25573,94.5,0.7
40051,"Grady County, Oklahoma",49431,96.4,0.7
40053,"Grant County, Oklahoma",4278,97.6,0.8
40055,"Greer County, Oklahoma",5849,92.6,1.5
40057,"Harmon County, Oklahoma",2673,79,2.9
40059,"Harper County, Oklahoma",3430,82.8,0.6
40061,"Haskell County, Oklahoma",12009,97.2,0.8
40063,"Hughes County, Oklahoma",13078,93.8,1
40065,"Jackson County, Oklahoma",24181,84.5,1.3
40067,"Jefferson County, Oklahoma",6035,93.8,1.4
40069,"Johnston County, Oklahoma",10254,95.4,1.1
40071,"Kay County, Oklahoma",42848,94.6,0.6
40073,"Kingfisher County, Oklahoma",14022,87,0.4
40075,"Kiowa County, Oklahoma",8803,93.7,1.4
40077,"Latimer County, Oklahoma",10333,97.2,0.9
40079,"Le Flore County, Oklahoma",46885,94,0.5
40081,"Lincoln County, Oklahoma",32074,98.1,0.5
40083,"Logan County, Oklahoma",40163,95.6,0.9
40085,"Love County, Oklahoma",8897,90.2,1.3
40087,"McClain County, Oklahoma",32789,93.8,0.8
40089,"McCurtain County, Oklahoma",30823,96,0.7
40091,"McIntosh County, Oklahoma",19279,98.4,0.5
40093,"Major County, Oklahoma",7112,94.6,1
40095,"Marshall County, Oklahoma",14832,88.1,1.2
40097,"Mayes County, Oklahoma",38331,96,0.7
40099,"Murray County, Oklahoma",12732,95.6,1.5
40101,"Muskogee County, Oklahoma",65672,94.9,0.5
40103,"Noble County, Oklahoma",10799,97,0.8
40105,"Nowata County, Oklahoma",10012,98.6,0.5
40107,"Okfuskee County, Oklahoma",11412,93.8,1
40109,"Oklahoma County, Oklahoma",675100,83.8,0.3
40111,"Okmulgee County, Oklahoma",37210,96.9,0.6
40113,"Osage County, Oklahoma",45033,96.6,0.6
40115,"Ottawa County, Oklahoma",29830,94.1,0.4
40117,"Pawnee County, Oklahoma",15534,97.3,0.9
40119,"Payne County, Oklahoma",73374,93,0.7
40121,"Pittsburg County, Oklahoma",42617,96,0.6
40123,"Pontotoc County, Oklahoma",35052,95.9,0.7
40125,"Pottawatomie County, Oklahoma",65336,96.4,0.5
40127,"Pushmataha County, Oklahoma",10728,96.6,0.8
40129,"Roger Mills County, Oklahoma",3491,96.3,1.4
40131,"Rogers County, Oklahoma",82456,96,0.4
40133,"Seminole County, Oklahoma",23752,95.1,0.7
40135,"Sequoyah County, Oklahoma",39286,95.9,0.7
40137,"Stephens County, Oklahoma",42057,94.3,0.8
40139,"Texas County, Oklahoma",19343,61.9,1.9
40141,"Tillman County, Oklahoma",7382,84.9,2.1
40143,"Tulsa County, Oklahoma",564338,87.8,0.3
40145,"Wagoner County, Oklahoma",69078,94.5,0.6
40147,"Washington County, Oklahoma",48020,94.5,0.7
40149,"Washita County, Oklahoma",10843,94,1.1
40151,"Woods County, Oklahoma",8301,95.9,1.2
40153,"Woodward County, Oklahoma",19029,93.9,1.5
41001,"Baker County, Oregon",15241,96.1,1.1
41003,"Benton County, Oregon",82170,88,0.9
41005,"Clackamas County, Oregon",359470,88.2,0.5
41007,"Clatsop County, Oregon",35189,91.8,1
41009,"Columbia County, Oregon",46617,95.1,0.9
41011,"Coos County, Oregon",59576,95.6,0.7
41013,"Crook County, Oregon",19868,95,1.4
41015,"Curry County, Oregon",21492,95.4,1.4
41017,"Deschutes County, Oregon",151246,93.5,0.6
41019,"Douglas County, Oregon",101752,96,0.5
41021,"Gilliam County, Oregon",1809,93.1,3.6
41023,"Grant County, Oregon",7021,97.9,0.8
41025,"Harney County, Oregon",6928,96.8,1.2
41027,"Hood River County, Oregon",20931,71.8,1.4
41029,"Jackson County, Oregon",193092,90.6,0.6
41031,"Jefferson County, Oregon",19933,82.4,1.9
41033,"Josephine County, Oregon",78629,95.6,0.6
41035,"Klamath County, Oregon",62312,91,0.7
41037,"Lake County, Oregon",7581,94.8,1.2
41039,"Lane County, Oregon",335454,91.1,0.4
41041,"Lincoln County, Oregon",43807,93,1.1
41043,"Linn County, Oregon",110129,92.8,0.8
41045,"Malheur County, Oregon",28706,75.5,1.7
41047,"Marion County, Oregon",295282,74.7,0.7
41049,"Morrow County, Oregon",10422,70.7,1.7
41051,"Multnomah County, Oregon",701484,80.4,0.5
41053,"Polk County, Oregon",71242,87.2,0.9
41055,"Sherman County, Oregon",1753,97.4,1.5
41057,"Tillamook County, Oregon",24022,92.3,1
41059,"Umatilla County, Oregon",70683,79.2,0.8
41061,"Union County, Oregon",24162,94.8,0.8
41063,"Wallowa County, Oregon",6578,97.3,0.9
41065,"Wasco County, Oregon",23708,84.7,1.3
41067,"Washington County, Oregon",501826,76.7,0.5
41069,"Wheeler County, Oregon",1246,98,1.1
41071,"Yamhill County, Oregon",93645,86,0.9
42001,"Adams County, Pennsylvania",96031,93.4,0.5
42003,"Allegheny County, Pennsylvania",1163052,93.1,0.2
42005,"Armstrong County, Pennsylvania",65172,98.3,0.3
42007,"Beaver County, Pennsylvania",161471,96.5,0.3
42009,"Bedford County, Pennsylvania",46961,97,0.5
42011,"Berks County, Pennsylvania",387227,83.3,0.4
42013,"Blair County, Pennsylvania",119812,97,0.3
42015,"Bradford County, Pennsylvania",58910,96.9,0.4
42017,"Bucks County, Pennsylvania",592917,89.1,0.4
42019,"Butler County, Pennsylvania",174860,97,0.3
42021,"Cambria County, Pennsylvania",135331,96.8,0.3
42023,"Cameron County, Pennsylvania",4793,98.8,0.5
42025,"Carbon County, Pennsylvania",61832,95.2,0.9
42027,"Centre County, Pennsylvania",147887,90.4,0.5
42029,"Chester County, Pennsylvania",472720,88.2,0.3
42031,"Clarion County, Pennsylvania",37680,96.7,0.6
42033,"Clearfield County, Pennsylvania",77576,96,0.4
42035,"Clinton County, Pennsylvania",37338,94.5,0.8
42037,"Columbia County, Pennsylvania",63871,96.5,0.5
42039,"Crawford County, Pennsylvania",83249,93.9,0.6
42041,"Cumberland County, Pennsylvania",224761,92.2,0.5
42043,"Dauphin County, Pennsylvania",252287,89.5,0.4
42045,"Delaware County, Pennsylvania",525912,88.4,0.3
42047,"Elk County, Pennsylvania",30304,98.1,0.4
42049,"Erie County, Pennsylvania",263930,93.5,0.3
42051,"Fayette County, Pennsylvania",129426,97.4,0.3
42053,"Forest County, Pennsylvania",7533,94.1,2.8
42055,"Franklin County, Pennsylvania",140776,92.8,0.7
42057,"Fulton County, Pennsylvania",13925,98.5,0.3
42059,"Greene County, Pennsylvania",36464,96.5,0.6
42061,"Huntingdon County, Pennsylvania",43538,96.8,0.4
42063,"Indiana County, Pennsylvania",84050,94.6,0.5
42065,"Jefferson County, Pennsylvania",42391,96.5,0.6
42067,"Juniata County, Pennsylvania",23279,93.3,1.2
42069,"Lackawanna County, Pennsylvania",202825,91.3,0.5
42071,"Lancaster County, Pennsylvania",488023,84.4,0.5
42073,"Lawrence County, Pennsylvania",85591,96.1,0.4
42075,"Lebanon County, Pennsylvania",125895,90.3,0.6
42077,"Lehigh County, Pennsylvania",330788,77.9,0.6
42079,"Luzerne County, Pennsylvania",304493,91.2,0.3
42081,"Lycoming County, Pennsylvania",110147,96.5,0.4
42083,"McKean County, Pennsylvania",41025,96.9,0.4
42085,"Mercer County, Pennsylvania",110284,95,0.6
42087,"Mifflin County, Pennsylvania",43817,90.8,1.5
42089,"Monroe County, Pennsylvania",160701,86,0.9
42091,"Montgomery County, Pennsylvania",757832,87.5,0.3
42093,"Montour County, Pennsylvania",17367,92.7,1.1
42095,"Northampton County, Pennsylvania",282761,87.6,0.5
42097,"Northumberland County, Pennsylvania",89328,96,0.4
42099,"Perry County, Pennsylvania",43081,95.8,0.6
42101,"Philadelphia County, Pennsylvania",1432316,78.5,0.3
42103,"Pike County, Pennsylvania",54663,89.4,1.3
42105,"Potter County, Pennsylvania",16499,97.9,0.4
42107,"Schuylkill County, Pennsylvania",140231,95.5,0.3
42109,"Snyder County, Pennsylvania",37484,90.9,1.3
42111,"Somerset County, Pennsylvania",73729,96.1,0.4
42113,"Sullivan County, Pennsylvania",6170,97.2,1.1
42115,"Susquehanna County, Pennsylvania",40888,97.6,0.4
42117,"Tioga County, Pennsylvania",39971,97.7,0.3
42119,"Union County, Pennsylvania",42813,90.1,1
42121,"Venango County, Pennsylvania",51589,98.1,0.3
42123,"Warren County, Pennsylvania",39397,96.8,0.7
42125,"Washington County, Pennsylvania",197584,96.8,0.3
42127,"Wayne County, Pennsylvania",50071,93.8,0.7
42129,"Westmoreland County, Pennsylvania",346853,96.9,0.2
42131,"Wyoming County, Pennsylvania",26692,97.3,0.5
42133,"York County, Pennsylvania",410229,93.4,0.3
44001,"Bristol County, Rhode Island",47379,86.9,1.4
44003,"Kent County, Rhode Island",157579,91.6,0.5
44005,"Newport County, Rhode Island",78741,90.6,0.8
44007,"Providence County, Rhode Island",590713,70.3,0.4
44009,"Washington County, Rhode Island",121345,93.4,0.6
45001,"Abbeville County, South Carolina",23750,97.7,1
45003,"Aiken County, South Carolina",151793,94.8,0.5
45005,"Allendale County, South Carolina",9615,97.4,0.6
45007,"Anderson County, South Carolina",176692,96.2,0.3
45009,"Bamberg County, South Carolina",14932,98.2,0.9
45011,"Barnwell County, South Carolina",20907,97.5,0.8
45013,"Beaufort County, South Carolina",154765,86.1,0.5
45015,"Berkeley County, South Carolina",171069,92.2,0.5
45017,"Calhoun County, South Carolina",14237,97.1,1
45019,"Charleston County, South Carolina",335746,92.8,0.4
45021,"Cherokee County, South Carolina",51914,95.6,0.4
45023,"Chester County, South Carolina",30785,98.8,0.4
45025,"Chesterfield County, South Carolina",43622,96.5,0.7
45027,"Clarendon County, South Carolina",32744,96.6,0.5
45029,"Colleton County, South Carolina",36028,96.7,0.6
45031,"Darlington County, South Carolina",64167,97.4,0.3
45033,"Dillon County, South Carolina",29360,96.9,0.6
45035,"Dorchester County, South Carolina",130133,93.8,0.6
45037,"Edgefield County, South Carolina",25405,94.1,0.7
45039,"Fairfield County, South Carolina",22254,96.6,0.9
45041,"Florence County, South Carolina",128212,96.3,0.4
45043,"Georgetown County, South Carolina",57104,96.3,0.5
45045,"Greenville County, South Carolina",428790,88.6,0.3
45047,"Greenwood County, South Carolina",65097,93.7,0.6
45049,"Hampton County, South Carolina",19583,95.7,1
45051,"Horry County, South Carolina",261317,91.7,0.5
45053,"Jasper County, South Carolina",23581,87.2,0.9
45055,"Kershaw County, South Carolina",57811,95.4,0.8
45057,"Lancaster County, South Carolina",72961,94.8,0.7
45059,"Laurens County, South Carolina",62212,95.4,0.4
45061,"Lee County, South Carolina",17847,96.7,1
45063,"Lexington County, South Carolina",249124,93,0.3
45065,"McCormick County, South Carolina",9777,97.1,1.2
45067,"Marion County, South Carolina",30490,96.8,0.6
45069,"Marlboro County, South Carolina",26875,97,0.5
45071,"Newberry County, South Carolina",35156,92.3,0.8
45073,"Oconee County, South Carolina",70264,95.3,0.5
45075,"Orangeburg County, South Carolina",85857,96.7,0.5
45077,"Pickens County, South Carolina",113230,94.9,0.6
45079,"Richland County, South Carolina",365472,92.3,0.3
45081,"Saluda County, South Carolina",18559,86.6,0.9
45083,"Spartanburg County, South Carolina",267870,90.6,0.6
45085,"Sumter County, South Carolina",99863,95.2,0.5
45087,"Union County, South Carolina",26921,98.3,0.5
45089,"Williamsburg County, South Carolina",31985,97.4,0.7
45091,"York County, South Carolina",215484,93.5,0.5
46003,"Aurora County, South Dakota",2529,93.7,2.2
46005,"Beadle County, South Dakota",16345,86.1,1.5
46007,"Bennett County, South Dakota",2996,80.9,5
46009,"Bon Homme County, South Dakota",6660,92.8,1.7
46011,"Brookings County, South Dakota",30442,93.4,1
46013,"Brown County, South Dakota",34579,94.8,0.8
46015,"Brule County, South Dakota",4929,93.4,2.5
46017,"Buffalo County, South Dakota",1735,96,2
46019,"Butte County, South Dakota",9483,97.4,1.2
46021,"Campbell County, South Dakota",1366,90,2.7
46023,"Charles Mix County, South Dakota",8391,93.8,1.5
46025,"Clark County, South Dakota",3370,94.4,3
46027,"Clay County, South Dakota",13267,95.1,1.2
46029,"Codington County, South Dakota",25526,97.2,0.7
46031,"Corson County, South Dakota",3705,82.8,2.5
46033,"Custer County, South Dakota",7974,96.6,1.1
46035,"Davison County, South Dakota",18347,96,1.1
46037,"Day County, South Dakota",5342,95.4,1.5
46039,"Deuel County, South Dakota",4096,96.5,1
46041,"Dewey County, South Dakota",4864,87,3.2
46043,"Douglas County, South Dakota",2824,93.7,2.9
46045,"Edmunds County, South Dakota",3855,92.2,3.9
46047,"Fall River County, South Dakota",6709,97.8,1.1
46049,"Faulk County, South Dakota",2204,96.1,2.9
46051,"Grant County, South Dakota",6890,96.3,1.3
46053,"Gregory County, South Dakota",3995,95.9,1.4
46055,"Haakon County, South Dakota",1835,96,2.1
46057,"Hamlin County, South Dakota",5355,95,2.6
46059,"Hand County, South Dakota",3254,98.2,0.8
46061,"Hanson County, South Dakota",3054,88.9,3.8
46063,"Harding County, South Dakota",1262,94.5,3
46065,"Hughes County, South Dakota",16050,94.7,1.6
46067,"Hutchinson County, South Dakota",6841,91.2,2.7
46069,"Hyde County, South Dakota",1300,98,1.3
46071,"Jackson County, South Dakota",2912,84.9,4.1
46073,"Jerauld County, South Dakota",1928,95.2,2.4
46075,"Jones County, South Dakota",937,97.8,1.9
46077,"Kingsbury County, South Dakota",4813,95.6,1.3
46079,"Lake County, South Dakota",10891,96.9,1.3
46081,"Lawrence County, South Dakota",23077,94.8,1.2
46083,"Lincoln County, South Dakota",42404,96.3,0.7
46085,"Lyman County, South Dakota",3507,95.4,1.5
46087,"McCook County, South Dakota",5201,98,0.8
46089,"McPherson County, South Dakota",2316,80.8,4.7
46091,"Marshall County, South Dakota",4300,96.5,1.9
46093,"Meade County, South Dakota",23988,97.5,0.6
46095,"Mellette County, South Dakota",1869,86.8,3.8
46097,"Miner County, South Dakota",2204,98.7,1.3
46099,"Minnehaha County, South Dakota",159913,90.1,0.6
46101,"Moody County, South Dakota",5984,91.9,2.1
46103,"Pennington County, South Dakota",95397,95.3,0.4
46105,"Perkins County, South Dakota",2785,97.9,0.9
46107,"Potter County, South Dakota",2218,97.8,1.1
46109,"Roberts County, South Dakota",9383,94.9,1.8
46111,"Sanborn County, South Dakota",2225,94.2,5.8
46113,"Shannon County, South Dakota",12263,75.6,3.4
46115,"Spink County, South Dakota",6144,93.8,1.7
46117,"Stanley County, South Dakota",2760,97.3,1.4
46119,"Sully County, South Dakota",1338,97.1,1.7
46121,"Todd County, South Dakota",8519,77.7,4.6
46123,"Tripp County, South Dakota",5231,96.1,1.5
46125,"Turner County, South Dakota",7831,97.6,0.6
46127,"Union County, South Dakota",13653,96.2,0.8
46129,"Walworth County, South Dakota",5193,93.9,2.2
46135,"Yankton County, South Dakota",21179,93.1,1.2
46137,"Ziebach County, South Dakota",2526,76.6,3.7
47001,"Anderson County, Tennessee",71130,96.2,0.5
47003,"Bedford County, Tennessee",42052,88.4,1
47005,"Benton County, Tennessee",15553,97.4,0.8
47007,"Bledsoe County, Tennessee",12256,95.5,1.8
47009,"Blount County, Tennessee",117066,96.1,0.5
47011,"Bradley County, Tennessee",94255,93.9,0.6
47013,"Campbell County, Tennessee",38347,98.5,0.4
47015,"Cannon County, Tennessee",13002,97.4,0.7
47017,"Carroll County, Tennessee",26850,98.7,0.5
47019,"Carter County, Tennessee",54522,97.9,0.5
47021,"Cheatham County, Tennessee",36853,97.3,0.5
47023,"Chester County, Tennessee",16190,95.6,1.9
47025,"Claiborne County, Tennessee",30376,98.6,0.5
47027,"Clay County, Tennessee",7339,98,0.6
47029,"Cocke County, Tennessee",33716,97.5,0.7
47031,"Coffee County, Tennessee",49645,95.1,0.6
47033,"Crockett County, Tennessee",13660,91,1
47035,"Cumberland County, Tennessee",53779,96,0.7
47037,"Davidson County, Tennessee",593424,84.5,0.4
47039,"Decatur County, Tennessee",11059,98.1,0.7
47041,"DeKalb County, Tennessee",17739,93.3,1.3
47043,"Dickson County, Tennessee",46694,96.7,0.6
47045,"Dyer County, Tennessee",35779,97.1,0.5
47047,"Fayette County, Tennessee",36109,96.7,0.5
47049,"Fentress County, Tennessee",16991,98,1
47051,"Franklin County, Tennessee",38873,97.1,0.5
47053,"Gibson County, Tennessee",46484,97.1,0.6
47055,"Giles County, Tennessee",27546,97.1,0.9
47057,"Grainger County, Tennessee",21387,97.7,0.7
47059,"Greene County, Tennessee",65239,96.8,0.6
47061,"Grundy County, Tennessee",12882,98.9,0.4
47063,"Hamblen County, Tennessee",58852,89.6,0.6
47065,"Hamilton County, Tennessee",320560,93.3,0.3
47067,"Hancock County, Tennessee",6370,99.5,0.5
47069,"Hardeman County, Tennessee",25492,96.6,1.1
47071,"Hardin County, Tennessee",24538,98.2,0.7
47073,"Hawkins County, Tennessee",53763,98.5,0.4
47075,"Haywood County, Tennessee",17437,96.6,0.8
47077,"Henderson County, Tennessee",26204,97.3,0.5
47079,"Henry County, Tennessee",30470,96.8,0.9
47081,"Hickman County, Tennessee",23121,97.9,0.7
47083,"Houston County, Tennessee",7916,99,0.7
47085,"Humphreys County, Tennessee",17403,98,0.6
47087,"Jackson County, Tennessee",10951,99.1,0.4
47089,"Jefferson County, Tennessee",49002,96.9,0.5
47091,"Johnson County, Tennessee",17291,97.9,0.6
47093,"Knox County, Tennessee",410922,93.7,0.3
47095,"Lake County, Tennessee",7425,97.1,0.9
47097,"Lauderdale County, Tennessee",26103,97.5,0.6
47099,"Lawrence County, Tennessee",39069,95.8,1.2
47101,"Lewis County, Tennessee",11314,96.8,1.4
47103,"Lincoln County, Tennessee",31393,97.7,0.5
47105,"Loudon County, Tennessee",46676,92.6,0.6
47107,"McMinn County, Tennessee",49317,96.9,0.5
47109,"McNairy County, Tennessee",24548,97.3,1.1
47111,"Macon County, Tennessee",20814,95.9,1.4
47113,"Madison County, Tennessee",91676,95.5,0.5
47115,"Marion County, Tennessee",26759,98.2,0.5
47117,"Marshall County, Tennessee",28898,95.2,0.5
47119,"Maury County, Tennessee",76035,94.5,0.7
47121,"Meigs County, Tennessee",11180,99.5,0.3
47123,"Monroe County, Tennessee",42089,96.5,0.6
47125,"Montgomery County, Tennessee",162058,90.1,0.8
47127,"Moore County, Tennessee",6083,99.1,0.7
47129,"Morgan County, Tennessee",20939,98.2,0.7
47131,"Obion County, Tennessee",29788,95.7,0.6
47133,"Overton County, Tennessee",20771,98.3,0.5
47135,"Perry County, Tennessee",7389,96.6,1.9
47137,"Pickett County, Tennessee",4869,97.5,2.1
47139,"Polk County, Tennessee",15903,97,1
47141,"Putnam County, Tennessee",68412,93.9,0.6
47143,"Rhea County, Tennessee",30292,96.9,0.6
47145,"Roane County, Tennessee",51157,98.1,0.4
47147,"Robertson County, Tennessee",62030,94.1,0.5
47149,"Rutherford County, Tennessee",250315,90.1,0.6
47151,"Scott County, Tennessee",20724,99.2,0.4
47153,"Sequatchie County, Tennessee",13423,98.2,0.8
47155,"Sevier County, Tennessee",85977,93.2,0.8
47157,"Shelby County, Tennessee",865612,91.1,0.2
47159,"Smith County, Tennessee",18035,97.9,0.8
47161,"Stewart County, Tennessee",12526,98,0.6
47163,"Sullivan County, Tennessee",148741,97.1,0.3
47165,"Sumner County, Tennessee",153351,94.2,0.5
47167,"Tipton County, Tennessee",57347,97.2,0.5
47169,"Trousdale County, Tennessee",7408,98.7,0.7
47171,"Unicoi County, Tennessee",17405,95,0.6
47173,"Union County, Tennessee",18002,98.7,0.6
47175,"Van Buren County, Tennessee",5291,98,1.3
47177,"Warren County, Tennessee",37348,92.1,0.5
47179,"Washington County, Tennessee",117297,95.7,0.4
47181,"Wayne County, Tennessee",16218,97.9,0.4
47183,"Weakley County, Tennessee",32854,97.1,1
47185,"White County, Tennessee",24512,97.9,0.6
47187,"Williamson County, Tennessee",176788,92.5,0.5
47189,"Wilson County, Tennessee",109706,95.6,0.5
48001,"Anderson County, Texas",55153,86.9,0.8
48003,"Andrews County, Texas",14191,59.5,3.2
48005,"Angelina County, Texas",80718,82.6,0.9
48007,"Aransas County, Texas",22396,83.4,2.1
48009,"Archer County, Texas",8460,92.8,1.3
48011,"Armstrong County, Texas",1685,91.5,3.7
48013,"Atascosa County, Texas",42333,59.9,2
48015,"Austin County, Texas",26734,80.3,1.9
48017,"Bailey County, Texas",6482,50.9,8.7
48019,"Bandera County, Texas",19539,89.2,1.8
48021,"Bastrop County, Texas",69897,73.4,1.5
48023,"Baylor County, Texas",3493,93.7,2.8
48025,"Bee County, Texas",30400,63.5,1.7
48027,"Bell County, Texas",287564,82.6,0.6
48029,"Bexar County, Texas",1622139,58,0.3
48031,"Blanco County, Texas",10033,84.2,1.6
48033,"Borden County, Texas",574,94.3,4.6
48035,"Bosque County, Texas",17135,86.5,1
48037,"Bowie County, Texas",86876,93.7,0.7
48039,"Brazoria County, Texas",295003,74.2,0.8
48041,"Brazos County, Texas",184912,76.9,0.8
48043,"Brewster County, Texas",8722,61,3.2
48045,"Briscoe County, Texas",1521,80.4,4.9
48047,"Brooks County, Texas",6562,34.1,6.7
48049,"Brown County, Texas",35647,91.6,1.4
48051,"Burleson County, Texas",16194,85.2,2.2
48053,"Burnet County, Texas",40814,85.6,1.5
48055,"Caldwell County, Texas",35965,70.7,2.1
48057,"Calhoun County, Texas",19987,72.2,2.6
48059,"Callahan County, Texas",12742,94.5,1
48061,"Cameron County, Texas",374398,26.9,0.8
48063,"Camp County, Texas",11560,78.8,1.2
48065,"Carson County, Texas",5812,92,2.4
48067,"Cass County, Texas",28610,96.6,0.7
48069,"Castro County, Texas",7341,52.2,3.5
48071,"Chambers County, Texas",33086,82.2,1.6
48073,"Cherokee County, Texas",47329,82.5,1.1
48075,"Childress County, Texas",6698,84.7,3.9
48077,"Clay County, Texas",10051,96.1,1.2
48079,"Cochran County, Texas",2823,56.1,4.4
48081,"Coke County, Texas",3133,87.8,2.6
48083,"Coleman County, Texas",8114,96,1.5
48085,"Collin County, Texas",753141,75.2,0.4
48087,"Collingsworth County, Texas",2815,76.2,4.8
48089,"Colorado County, Texas",19571,78.4,2.3
48091,"Comal County, Texas",105841,82.9,1.1
48093,"Comanche County, Texas",12934,78.6,1.4
48095,"Concho County, Texas",3913,64.8,4.1
48097,"Cooke County, Texas",35881,85.3,1.2
48099,"Coryell County, Texas",69751,85.4,0.9
48101,"Cottle County, Texas",1456,86.2,5.6
48103,"Crane County, Texas",4117,51.6,2.9
48105,"Crockett County, Texas",3495,55.7,7.6
48107,"Crosby County, Texas",5580,67.1,2.3
48109,"Culberson County, Texas",2183,36,7.3
48111,"Dallam County, Texas",6211,66.4,5
48113,"Dallas County, Texas",2218956,59.4,0.2
48115,"Dawson County, Texas",12800,63.9,3.4
48117,"Deaf Smith County, Texas",17391,48.4,3.2
48119,"Delta County, Texas",4906,98.1,1.1
48121,"Denton County, Texas",638232,78,0.3
48123,"DeWitt County, Texas",19015,82,1.6
48125,"Dickens County, Texas",2236,85.6,3.6
48127,"Dimmit County, Texas",9496,29.2,4
48129,"Donley County, Texas",3449,91.4,1.9
48131,"Duval County, Texas",10963,34.3,3.7
48133,"Eastland County, Texas",17426,89.3,1.7
48135,"Ector County, Texas",128984,56.6,0.9
48137,"Edwards County, Texas",1992,50.2,8.2
48139,"Ellis County, Texas",141306,81.1,0.8
48141,"El Paso County, Texas",746725,27,0.4
48143,"Erath County, Texas",36260,82,1.2
48145,"Falls County, Texas",16656,83,1.7
48147,"Fannin County, Texas",31918,92,1.4
48149,"Fayette County, Texas",23368,81.9,1.9
48151,"Fisher County, Texas",3705,82.2,2.8
48153,"Floyd County, Texas",5899,63.2,2.8
48155,"Foard County, Texas",1075,95.2,2.2
48157,"Fort Bend County, Texas",564848,62.1,0.7
48159,"Franklin County, Texas",9952,87,1.4
48161,"Freestone County, Texas",18456,87.9,1.5
48163,"Frio County, Texas",16386,39.5,3.1
48165,"Gaines County, Texas",16204,51,5
48167,"Galveston County, Texas",276681,80.7,0.6
48169,"Garza County, Texas",5936,48.5,10.1
48171,"Gillespie County, Texas",23777,78.5,1.6
48173,"Glasscock County, Texas",1119,73,10.4
48175,"Goliad County, Texas",6847,79.9,2.4
48177,"Gonzales County, Texas",18438,61.2,2.6
48179,"Gray County, Texas",21134,80.9,1.7
48181,"Grayson County, Texas",113538,90.5,0.5
48183,"Gregg County, Texas",112983,84.1,0.7
48185,"Grimes County, Texas",25127,82.6,1.4
48187,"Guadalupe County, Texas",126728,75.9,0.8
48189,"Hale County, Texas",33161,62.5,1.6
48191,"Hall County, Texas",3095,78.4,5.2
48193,"Hamilton County, Texas",7948,92.4,1.8
48195,"Hansford County, Texas",5133,64.9,4.2
48197,"Hardeman County, Texas",3833,88.7,2.7
48199,"Hardin County, Texas",51288,96.4,0.5
48201,"Harris County, Texas",3843679,57.5,0.2
48203,"Harrison County, Texas",61904,90.1,0.9
48205,"Hartley County, Texas",5752,81.6,3.1
48207,"Haskell County, Texas",5577,81.1,2.6
48209,"Hays County, Texas",153355,77,1.2
48211,"Hemphill County, Texas",3690,76.7,5.1
48213,"Henderson County, Texas",74107,91.2,0.7
48215,"Hidalgo County, Texas",714016,15.1,0.4
48217,"Hill County, Texas",32810,84.1,0.7
48219,"Hockley County, Texas",21447,68.6,2
48221,"Hood County, Texas",48921,90.3,0.9
48223,"Hopkins County, Texas",32782,84.8,0.9
48225,"Houston County, Texas",22094,91.1,1.2
48227,"Howard County, Texas",33017,71.6,1.4
48229,"Hudspeth County, Texas",3136,21.1,2.7
48231,"Hunt County, Texas",80903,86.8,0.7
48233,"Hutchinson County, Texas",20443,84.4,1.4
48235,"Irion County, Texas",1519,84.8,4.5
48237,"Jack County, Texas",8581,88.1,2.1
48239,"Jackson County, Texas",13146,79.1,2
48241,"Jasper County, Texas",33377,93,0.9
48243,"Jeff Davis County, Texas",2218,55.2,8.7
48245,"Jefferson County, Texas",234832,80,0.7
48247,"Jim Hogg County, Texas",4951,18.1,4.8
48249,"Jim Wells County, Texas",37896,49.8,1.9
48251,"Johnson County, Texas",141870,85.1,0.7
48253,"Jones County, Texas",19203,80.7,1.7
48255,"Karnes County, Texas",14108,65.3,2.2
48257,"Kaufman County, Texas",97559,84.5,0.8
48259,"Kendall County, Texas",33151,82.4,1.7
48261,"Kenedy County, Texas",502,69.5,17.6
48263,"Kent County, Texas",838,93.3,5.4
48265,"Kerr County, Texas",47163,82.1,1.4
48267,"Kimble County, Texas",4397,79,3.2
48269,"King County, Texas",313,76.4,14.8
48271,"Kinney County, Texas",3352,41.9,6.4
48273,"Kleberg County, Texas",29648,50.5,3
48275,"Knox County, Texas",3450,78.4,2
48277,"Lamar County, Texas",46527,92.7,0.8
48279,"Lamb County, Texas",12763,63.1,2.4
48281,"Lampasas County, Texas",18695,85.2,1.8
48283,"La Salle County, Texas",6377,37.6,6.4
